,path,true_label,predicted_label
0,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/277_jpg.rf.e43f3c5ae4b3a8c21e03e36cce7bc30c.jpg,1,1
1,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/619_jpg.rf.1ce3ff5ebdceb8cb08640dd5ad9f95c4.jpg,1,1
2,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/606_jpg.rf.9aa60b393e8412a75dba32900b49f5b1.jpg,1,1
3,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/359_jpg.rf.95439945780da93ddf333c4f2b4897e4.jpg,1,1
4,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/366_jpg.rf.331d851c90fef7c926c2bf51fbb7f86e.jpg,1,1
5,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/435_jpg.rf.97510688b7a797573e3ac3f53e9d5729.jpg,1,1
6,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/525_jpg.rf.24c64bc174865e1bd19517e60cb5ff03.jpg,1,1
7,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/75_jpg.rf.d9155ee18dfa81455f84787007bc957d.jpg,1,1
8,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/524_jpg.rf.eb029040de54c673810c7307a4a3440d.jpg,1,1
9,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/41_jpg.rf.e0a2f32ef93f2f84fec0afe4bdb3fccc.jpg,1,1
10,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/174_jpg.rf.cfb93abcc504d7ba511dd726c5157337.jpg,1,1
11,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/182_jpg.rf.5a3f3ea14841ddbc189dc2c54a1964e0.jpg,1,1
12,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/503_jpg.rf.d4de10c8a17c3e3f80c26a157d2037f1.jpg,1,1
