,image_path,face_detection,feature_extraction,state_classification,decision,pipeline_success,true_label
0,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1350.jpg_face_2.jpg,"{'success': True, 'confidence': 0.5888115763664246}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 1, 'mouth_state': 0, 'confidence_left': 0.9766628742218018, 'confidence_right': 0.543401837348938, 'confidence_mouth': 0.9979249238967896}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.0, 'success': False}",True,1
1,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2634.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7618611454963684}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.6031264066696167, 'confidence_right': 0.6384997963905334, 'confidence_mouth': 0.9995168447494507}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 0.9995168447494507, 'success': True}",True,1
2,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1519.jpg_face_2.jpg,"{'success': True, 'confidence': 0.7860413193702698}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.8862603902816772, 'confidence_right': 0.6985782980918884, 'confidence_mouth': 0.9999876022338867}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.0, 'success': False}",True,1
3,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2311.BMP_face_1.jpg,"{'success': False, 'confidence': 0.0}",{'success': False},"{'left_eye_state': None, 'right_eye_state': None, 'mouth_state': None, 'confidence_left': 0.0, 'confidence_right': 0.0, 'confidence_mouth': 0.0}","{'is_drowsy': None, 'eye_status': None, 'yawn_status': None, 'confidence': 0.0, 'success': False}",False,1
4,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0160.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7728642225265503}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.7176448106765747, 'confidence_right': 0.6452815532684326, 'confidence_mouth': 1.0}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.0, 'success': False}",True,1
5,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1640.jpg_face_1.jpg,"{'success': True, 'confidence': 0.815652072429657}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.6883668303489685, 'confidence_right': 0.7150899171829224, 'confidence_mouth': 0.9999998807907104}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 0.9999998807907104, 'success': True}",True,1
6,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0231.jpg_face_3.jpg,"{'success': True, 'confidence': 0.7022352814674377}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.9486000537872314, 'confidence_right': 0.9830048084259033, 'confidence_mouth': 0.9999302625656128}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9794535636901855, 'success': True}",True,1
7,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2179.jpg_face_2.jpg,"{'success': True, 'confidence': 0.7678146362304688}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 1, 'mouth_state': 0, 'confidence_left': 0.821868360042572, 'confidence_right': 0.5262894034385681, 'confidence_mouth': 0.9997913241386414}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.0, 'success': False}",True,1
8,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2336.jpg_face_1.jpg,"{'success': True, 'confidence': 0.9200403690338135}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 1, 'mouth_state': 0, 'confidence_left': 0.9619041085243225, 'confidence_right': 0.8876876831054688, 'confidence_mouth': 0.5744455456733704}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.0, 'success': False}",True,1
9,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1493.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8309716582298279}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.7126911282539368, 'confidence_right': 0.8558387756347656, 'confidence_mouth': 0.9963012933731079}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.0, 'success': False}",True,1
