,image_path,face_detection,feature_extraction,state_classification,decision,pipeline_success,true_label
0,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1350.jpg_face_2.jpg,"{'success': True, 'confidence': 0.5888115763664246}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.991922914981842, 'confidence_right': 0.9991133809089661, 'confidence_mouth': 0.9962202906608582}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.995518147945404, 'success': True}",True,1
1,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2634.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7618611454963684}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.8752061724662781, 'confidence_right': 0.9113098382949829, 'confidence_mouth': 0.9726285338401794}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.932943269610405, 'success': True}",True,1
2,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1519.jpg_face_2.jpg,"{'success': True, 'confidence': 0.7860413193702698}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9999839067459106, 'confidence_right': 0.9996066689491272, 'confidence_mouth': 0.9986843466758728}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9997952878475189, 'success': True}",True,1
3,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2311.BMP_face_1.jpg,"{'success': False, 'confidence': 0.0}",{'success': False},"{'left_eye_state': None, 'right_eye_state': None, 'mouth_state': None, 'confidence_left': 0.0, 'confidence_right': 0.0, 'confidence_mouth': 0.0}","{'is_drowsy': None, 'eye_status': None, 'yawn_status': None, 'confidence': 0.0, 'success': False}",False,1
4,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0160.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7728642225265503}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 1.0, 'confidence_right': 0.9999929666519165, 'confidence_mouth': 0.9999958276748657}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9999964833259583, 'success': True}",True,1
5,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1640.jpg_face_1.jpg,"{'success': True, 'confidence': 0.815652072429657}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.99953293800354, 'confidence_right': 0.9985740184783936, 'confidence_mouth': 0.9937453269958496}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9969302177429199, 'success': True}",True,1
6,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0231.jpg_face_3.jpg,"{'success': True, 'confidence': 0.7022352814674377}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.9867364764213562, 'confidence_right': 0.9973047971725464, 'confidence_mouth': 0.8348561525344849}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9291548430919647, 'success': True}",True,1
7,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2179.jpg_face_2.jpg,"{'success': True, 'confidence': 0.7678146362304688}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9581512212753296, 'confidence_right': 0.954055666923523, 'confidence_mouth': 0.9947367310523987}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9561034440994263, 'success': True}",True,1
8,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2336.jpg_face_1.jpg,"{'success': True, 'confidence': 0.9200403690338135}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.7997069954872131, 'confidence_right': 0.9803467988967896, 'confidence_mouth': 0.966816782951355}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.9284218400716782, 'success': True}",True,1
9,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1493.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8309716582298279}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 1, 'mouth_state': 0, 'confidence_left': 0.8418906927108765, 'confidence_right': 0.9894350171089172, 'confidence_mouth': 0.9967003464698792}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.956181600689888, 'success': True}",True,1
10,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2737.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8390135169029236}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9999135732650757, 'confidence_right': 0.9988126754760742, 'confidence_mouth': 0.9999856948852539}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.999363124370575, 'success': True}",True,1
