,image_path,face_detection,feature_extraction,state_classification,decision,pipeline_success,true_label
0,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/277_jpg.rf.e43f3c5ae4b3a8c21e03e36cce7bc30c.jpg,"{'success': True, 'confidence': 0.7113533020019531}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.7729307413101196, 'confidence_right': 0.9859299063682556, 'confidence_mouth': 0.9999985694885254}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9276576220989228, 'success': True}",True,1
1,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/619_jpg.rf.1ce3ff5ebdceb8cb08640dd5ad9f95c4.jpg,"{'success': True, 'confidence': 0.8609426617622375}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 1, 'mouth_state': 1, 'confidence_left': 0.5136891603469849, 'confidence_right': 0.6748584508895874, 'confidence_mouth': 0.9999994039535522}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 0.9999994039535522, 'success': True}",True,1
2,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/606_jpg.rf.9aa60b393e8412a75dba32900b49f5b1.jpg,"{'success': True, 'confidence': 0.8489184379577637}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.7384558320045471, 'confidence_right': 0.9865288734436035, 'confidence_mouth': 0.9999486207962036}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9174748599529265, 'success': True}",True,1
3,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/359_jpg.rf.95439945780da93ddf333c4f2b4897e4.jpg,"{'success': True, 'confidence': 0.7477003931999207}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.8472310304641724, 'confidence_right': 0.9945648908615112, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9525387763977051, 'success': True}",True,1
4,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/366_jpg.rf.331d851c90fef7c926c2bf51fbb7f86e.jpg,"{'success': True, 'confidence': 0.8169277310371399}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.6012459397315979, 'confidence_right': 0.9497556090354919, 'confidence_mouth': 0.9999997615814209}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 0.9999997615814209, 'success': True}",True,1
5,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/435_jpg.rf.97510688b7a797573e3ac3f53e9d5729.jpg,"{'success': True, 'confidence': 0.7911877036094666}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 1, 'mouth_state': 1, 'confidence_left': 0.9999926090240479, 'confidence_right': 0.9979909658432007, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 1.0, 'success': True}",True,1
6,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/525_jpg.rf.24c64bc174865e1bd19517e60cb5ff03.jpg,"{'success': True, 'confidence': 0.6784852147102356}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.999907374382019, 'confidence_right': 0.9999371767044067, 'confidence_mouth': 0.9970085024833679}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9987567663192749, 'success': True}",True,1
7,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/75_jpg.rf.d9155ee18dfa81455f84787007bc957d.jpg,"{'success': True, 'confidence': 0.7003042101860046}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 1, 'mouth_state': 1, 'confidence_left': 0.7607241868972778, 'confidence_right': 0.999240517616272, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 1.0, 'success': True}",True,1
8,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/524_jpg.rf.eb029040de54c673810c7307a4a3440d.jpg,"{'success': True, 'confidence': 0.7734549641609192}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.9998489618301392, 'confidence_right': 0.9998379945755005, 'confidence_mouth': 0.9999574422836304}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9998890638351441, 'success': True}",True,1
9,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/41_jpg.rf.e0a2f32ef93f2f84fec0afe4bdb3fccc.jpg,"{'success': True, 'confidence': 0.7923566102981567}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 1, 'mouth_state': 1, 'confidence_left': 0.9996126294136047, 'confidence_right': 0.9953775405883789, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 1.0, 'success': True}",True,1
10,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/174_jpg.rf.cfb93abcc504d7ba511dd726c5157337.jpg,"{'success': True, 'confidence': 0.8867052793502808}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 1, 'mouth_state': 1, 'confidence_left': 0.9584422707557678, 'confidence_right': 0.9969314336776733, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 1.0, 'success': True}",True,1
11,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/182_jpg.rf.5a3f3ea14841ddbc189dc2c54a1964e0.jpg,"{'success': True, 'confidence': 0.7544704079627991}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.9591779708862305, 'confidence_right': 0.9917929768562317, 'confidence_mouth': 0.9995155334472656}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9850974977016449, 'success': True}",True,1
12,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/503_jpg.rf.d4de10c8a17c3e3f80c26a157d2037f1.jpg,"{'success': True, 'confidence': 0.8711925148963928}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.999874472618103, 'confidence_right': 0.9989908337593079, 'confidence_mouth': 0.9999731779098511}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9996488630771637, 'success': True}",True,1
13,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/445_jpg.rf.2ea5cff59a61cce61ab32624d36c6d95.jpg,"{'success': True, 'confidence': 0.8502470254898071}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.9962510466575623, 'confidence_right': 0.9739677309989929, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9910656332969665, 'success': True}",True,1
14,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/617_jpg.rf.30c01fb23c7e40f8dd11099aae1f5b7e.jpg,"{'success': True, 'confidence': 0.8291361927986145}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 1, 'mouth_state': 1, 'confidence_left': 0.9967617988586426, 'confidence_right': 0.8938499093055725, 'confidence_mouth': 0.9999232292175293}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 0.9999232292175293, 'success': True}",True,1
15,/Users/ahmedalkhulayfi/Downloads/Roboflow_dataset/drowsy/349_jpg.rf.f9c0ebcca7e9b53da0162c7d94673cb2.jpg,"{'success': True, 'confidence': 0.8362351655960083}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 1, 'mouth_state': 1, 'confidence_left': 0.9503421187400818, 'confidence_right': 0.6061444878578186, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 1.0, 'success': True}",True,1
