,video_path,true_label,frames_processed,drowsy_detections,detection_count,face_detection_failures,temporal_decisions,success,predicted_label,prediction_correct,first_detection_frame,first_detection_time,max_confidence,multiple_detections,time_between_detections
0,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/7.mp4,1,317,"[{'frame': 91, 'time': 3.033333333333333, 'confidence': 0.982051500252315}, {'frame': 126, 'time': 4.2, 'confidence': 0.9999675120626177}]",2,0,[],True,1,True,91.0,3.033333333333333,0.9999675120626177,True,[1.166666666666667]
1,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/6.mp4,1,244,"[{'frame': 86, 'time': 2.8666666666666667, 'confidence': 0.9043357023171016}, {'frame': 121, 'time': 4.033333333333333, 'confidence': 0.9616959478173938}]",2,0,[],True,1,True,86.0,2.8666666666666667,0.9616959478173938,True,[1.1666666666666665]
2,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/4.mp4,1,289,"[{'frame': 78, 'time': 2.6, 'confidence': 0.9279105888945716}, {'frame': 113, 'time': 3.7666666666666666, 'confidence': 0.9999801754951477}]",2,0,[],True,1,True,78.0,2.6,0.9999801754951477,True,[1.1666666666666665]
3,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/5.mp4,1,301,"[{'frame': 198, 'time': 6.6, 'confidence': 0.979810306600162}, {'frame': 233, 'time': 7.766666666666667, 'confidence': 0.9907537191254753}, {'frame': 268, 'time': 8.933333333333334, 'confidence': 0.8678992136887143}]",3,0,[],True,1,True,198.0,6.6,0.9907537191254753,True,"[1.166666666666667, 1.166666666666667]"
4,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/1.mp4,1,328,"[{'frame': 145, 'time': 4.833333333333333, 'confidence': 0.9714729653937476}, {'frame': 180, 'time': 6.0, 'confidence': 0.9920037402425492}, {'frame': 215, 'time': 7.166666666666667, 'confidence': 0.9945348189558303}, {'frame': 250, 'time': 8.333333333333334, 'confidence': 0.9734551087447575}]",4,0,[],True,1,True,145.0,4.833333333333333,0.9945348189558303,True,"[1.166666666666667, 1.166666666666667, 1.166666666666667]"
5,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/2.mp4,1,311,"[{'frame': 92, 'time': 3.066666666666667, 'confidence': 0.9404429256916046}, {'frame': 127, 'time': 4.233333333333333, 'confidence': 0.9992418340274266}]",2,28,[],True,1,True,92.0,3.066666666666667,0.9992418340274266,True,[1.1666666666666665]
6,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/3.mp4,1,323,"[{'frame': 116, 'time': 3.8666666666666667, 'confidence': 0.9536388788904463}, {'frame': 151, 'time': 5.033333333333333, 'confidence': 0.9999574763434274}]",2,0,[],True,1,True,116.0,3.8666666666666667,0.9999574763434274,True,[1.1666666666666665]
7,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/21.mp4,1,314,"[{'frame': 177, 'time': 5.9, 'confidence': 0.957574291569846}, {'frame': 212, 'time': 7.066666666666666, 'confidence': 0.9804832066808428}]",2,0,[],True,1,True,177.0,5.9,0.9804832066808428,True,[1.166666666666666]
8,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/20.mp4,1,402,"[{'frame': 267, 'time': 8.9, 'confidence': 0.7908290863888604}, {'frame': 302, 'time': 10.066666666666666, 'confidence': 0.9632732970373971}, {'frame': 337, 'time': 11.233333333333333, 'confidence': 0.9913185855320522}]",3,0,[],True,1,True,267.0,8.9,0.9913185855320522,True,"[1.166666666666666, 1.166666666666666]"
9,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/18.mp4,1,297,"[{'frame': 163, 'time': 5.433333333333334, 'confidence': 0.9367340760571616}, {'frame': 198, 'time': 6.6, 'confidence': 0.9999903644834246}, {'frame': 233, 'time': 7.766666666666667, 'confidence': 0.9949784445762634}]",3,0,[],True,1,True,163.0,5.433333333333334,0.9999903644834246,True,"[1.166666666666666, 1.166666666666667]"
